date,open,high,low,close,volume,price
2007-04-01,0.11067715607598849,0.11067715607598849,0.11067715607598849,0.11067715607598849,0.04317950770144918,128.1660029
2007-05-01,0.08180620135729377,0.08180620135729377,0.08180620135729377,0.08180620135729377,0.03380635246583097,139.0915741
2007-08-01,0.0521910688228413,0.0521910688228413,0.0521910688228413,0.0521910688228413,0.02242000718857895,146.5436874
2007-09-01,0.022379200607431926,0.022379200607431926,0.022379200607431926,0.022379200607431926,0.009818461725913608,149.8601899
2007-10-01,-0.007459979246411841,-0.007459979246411841,-0.007459979246411841,-0.007459979246411841,-0.0032866362110830494,148.7463956
2007-11-01,-0.03729361415496957,-0.03729361415496957,-0.03729361415496957,-0.03729361415496957,-0.016225073762583975,143.3012702
2007-12-01,-0.06704494636526093,-0.06704494636526093,-0.06704494636526093,-0.06704494636526093,-0.02831254651150772,134.0086369
2008-04-01,-0.09639301849461646,-0.09639301849461646,-0.09639301849461646,-0.09639301849461646,-0.03879855512419539,121.694187
2008-05-01,-0.12446594320925186,-0.12446594320925186,-0.12446594320925186,-0.12446594320925186,-0.046833415805302536,107.4521133
2008-06-01,-0.14931908614050915,-0.14931908614050915,-0.14931908614050915,-0.14931908614050915,-0.05147926722551688,92.54788669
2008-07-01,-0.16710436365295944,-0.16710436365295944,-0.16710436365295944,-0.16710436365295944,-0.05179906305190585,78.30581304
2008-10-01,-0.1710979693605319,-0.1710979693605319,-0.1710979693605319,-0.1710979693605319,-0.047058607155126,65.99136311
2008-11-01,-0.15177206295081014,-0.15177206295081014,-0.15177206295081014,-0.15177206295081014,-0.03703728522452465,56.69872981
2008-12-01,-0.10096586343625846,-0.10096586343625846,-0.10096586343625846,-0.10096586343625846,-0.02235741277531389,51.25360439
2009-01-01,-0.02197063898103435,-0.02197063898103435,-0.02197063898103435,-0.02197063898103435,-0.004635418202983743,50.13981014
2009-02-01,0.06404942671070524,0.06404942671070524,0.06404942671070524,0.06404942671070524,0.01373990962327909,53.45631257
2009-05-01,0.13050678830281948,0.13050678830281948,0.13050678830281948,0.13050678830281948,0.030201477424252943,60.90842588
2009-06-01,0.16498634006525492,0.16498634006525492,0.16498634006525492,0.16498634006525492,0.04269212979909298,71.8339971
2009-07-01,0.1713738373782192,0.1713738373782192,0.1713738373782192,0.1713738373782192,0.050091366563030704,85.26224128
2007-01-02,0.15943848740564182,0.15943848740564182,0.15943848740564182,0.15943848740564182,0.0522337723617774,100.0
2007-02-02,0.13747897926641794,0.13747897926641794,0.13747897926641794,0.13747897926641794,0.04964029619683785,114.7377587
2007-05-02,0.11067715607598849,0.11067715607598849,0.11067715607598849,0.11067715607598849,0.04317950770144918,128.1660029
2007-06-02,0.08180620135729377,0.08180620135729377,0.08180620135729377,0.08180620135729377,0.03380635246583097,139.0915741
2007-07-02,0.0521910688228413,0.0521910688228413,0.0521910688228413,0.0521910688228413,0.02242000718857895,146.5436874
2007-08-02,0.022379200607431926,0.022379200607431926,0.022379200607431926,0.022379200607431926,0.009818461725913608,149.8601899
2007-09-02,-0.007459979246411841,-0.007459979246411841,-0.007459979246411841,-0.007459979246411841,-0.0032866362110830494,148.7463956
2007-12-02,-0.03729361415496957,-0.03729361415496957,-0.03729361415496957,-0.03729361415496957,-0.016225073762583975,143.3012702
2008-01-02,-0.06704494636526093,-0.06704494636526093,-0.06704494636526093,-0.06704494636526093,-0.02831254651150772,134.0086369
2008-02-02,-0.09639301849461646,-0.09639301849461646,-0.09639301849461646,-0.09639301849461646,-0.03879855512419539,121.694187
