date,open,high,low,close,volume,price
2007-01-04,0.012796356581634694,0.012796356470175851,0.012796356384222385,0.012796356259595854,0.04317950770144918,23.9341616
2007-01-05,-0.13742421699108176,-0.13742421688637396,-0.1374242167116897,-0.1374242167088151,0.03380635246583097,20.86102483
2007-01-08,-0.18927550814424565,-0.1892755081378965,-0.18927550815000815,-0.18927550814144967,0.02242000718857895,17.26371792
2007-01-09,-0.0466145367566404,-0.04661453653260539,-0.04661453690561368,-0.0466145366843671,0.009818461725913608,16.47744593
2007-01-10,0.15567235491435483,0.15567235449971184,0.15567235505015464,0.15567235484847197,-0.0032866362110830494,19.25296139
2007-01-11,0.18070891137779244,0.1807089117243983,0.18070891171559378,0.18070891164744163,-0.016225073762583975,23.06632586
2007-01-12,0.057823084869673025,0.0578230847896708,0.05782308451273144,0.05782308460930974,-0.02831254651150772,24.43940732
2007-01-16,-0.09891671261220791,-0.09891671268954738,-0.0989167126596393,-0.0989167125891961,-0.03879855512419539,22.13765868
2007-01-17,-0.19009747235234675,-0.1900974727497058,-0.19009747222891926,-0.19009747268537502,-0.046833415805302536,18.30515471
2007-01-18,-0.10422606214608576,-0.10422606177554883,-0.10422606200119322,-0.10422606133692724,-0.05147926722551688,16.49333957
2007-01-19,0.10916820987903186,0.10916820984817033,0.10916820947609551,0.1091682091964099,-0.05179906305190585,18.39584541
2007-01-22,0.19207497842685317,0.1920749781822244,0.19207497829369924,0.1920749785389506,-0.047058607155126,22.29137483
2007-01-23,0.09961327322260827,0.09961327368647543,0.09961327347928384,0.09961327352542027,-0.03703728522452465,24.62625372
2007-01-24,-0.05614704842330642,-0.056147048611491,-0.05614704848029417,-0.05614704881345567,-0.02235741277531389,23.28166287
2007-01-25,-0.1761408883897091,-0.1761408880719375,-0.17614088802291228,-0.1761408880967732,-0.004635418202983743,19.5216706
2007-01-26,-0.1482995209548883,-0.14829952125885448,-0.1482995211609972,-0.1482995211110203,0.01373990962327909,16.83105413
2007-01-29,0.05098351024167691,0.05098351065953377,0.05098351021657477,0.050983510253854725,0.030201477424252943,17.71141152
2007-01-30,0.18830306448729583,0.18830306395661056,0.18830306432141253,0.18830306456777457,0.04269212979909298,21.38120393
2007-01-31,0.13592817386378897,0.13592817429924153,0.13592817401803448,0.13592817378895639,0.050091366563030704,24.49429881
2007-02-01,-0.011410762759489046,-0.011410762986599376,-0.011410762716930645,-0.011410762573664357,0.0522337723617774,24.21638878
2007-02-02,-0.1505950111984249,-0.15059501122881835,-0.15059501098371175,-0.15059501126903596,0.04964029619683785,20.83084071
2007-02-05,-0.1754819661663536,-0.17548196578090236,-0.17548196597548582,-0.17548196592683896,0.04317950770144918,17.47816957
2007-02-06,-0.012059152978883159,-0.012059153426141833,-0.012059153367341313,-0.012059153073023854,0.03380635246583097,17.26866342
2007-02-07,0.16775837567841734,0.16775837576392183,0.1677583756187362,0.16775837541782979,0.02242000718857895,20.42279893
2007-02-08,0.16425356166402105,0.16425356172233085,0.16425356192094043,0.16425356174711725,0.009818461725913608,24.06853614
2007-02-09,0.033233540487075164,0.03323354056572514,0.033233540404121076,0.03323354052053018,-0.0032866362110830494,24.88185875
2007-02-12,-0.11662390460123717,-0.11662390444990445,-0.11662390463557104,-0.1166239047855302,-0.016225073762583975,22.14285938
2007-02-13,-0.1852938092105667,-0.18529380914901372,-0.18529380939501294,-0.18529380884930813,-0.02831254651150772,18.39761911
2007-02-14,-0.0721285601712891,-0.07212856059831596,-0.07212856012647428,-0.07212856017270441,-0.03879855512419539,17.11735224
2007-02-15,0.1306800563683228,0.13068005656620674,0.13068005628379042,0.13068005586091402,-0.046833415805302536,19.50698791
2007-02-16,0.18185060140012954,0.18185060146063492,0.18185060167847444,0.1818506017351087,-0.05147926722551688,23.39736379
